link_no,name,LRP_Start,Offset_Start,Chainage_Start,LRP_End,Offset_End,Chainage_End,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),road_name,lon_start,lat_start,lon_end,lat_end,lon_mid,lat_mid,mid_geometry,geometry
N1-26R,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Right),LRP142,230,138.869,LRP143,500,140.251,1.382,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,N1,91.3616389,23.0635278,91.3637222,23.0538611,91.36268055,23.058694449999997,POINT (91.36268055 23.058694449999997),"LINESTRING (91.3616389 23.0635278, 91.3637222 23.0538611)"
N1-27L,Int.with Z1031 - Elahiganj (Feni) Z1030 (Left),LRP143,500,140.251,LRP146,240,143.034,2.783,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,N1,91.3637222,23.0538611,91.3655,23.0269716,91.36461109999999,23.04041635,POINT (91.36461109999999 23.04041635),"LINESTRING (91.3637222 23.0538611, 91.3655 23.0269716)"
N1-27R,Int.with Z1031 - Elahiganj (Feni) Z1030 (Right),LRP143,500,140.251,LRP146,240,143.034,2.783,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,N1,91.3637222,23.0538611,91.3655,23.0269716,91.36461109999999,23.04041635,POINT (91.36461109999999 23.04041635),"LINESTRING (91.3637222 23.0538611, 91.3655 23.0269716)"
N1-28L,Elahiganj (Feni)  Z1030- Feni (Int.with N104) (Left),LRP146,240,143.034,LRP147,1614,145.409,2.375,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,N1,91.3655,23.0269716,91.3697771,23.0193604,91.36763855,23.023166,POINT (91.36763855 23.023166),"LINESTRING (91.3655 23.0269716, 91.3697771 23.0193604)"
N1-28R,Elahiganj (Feni)  Z1030- Feni (Int.with N104) (Right),LRP146,240,143.034,LRP147,1614,145.409,2.375,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,N1,91.3655,23.0269716,91.3697771,23.0193604,91.36763855,23.023166,POINT (91.36763855 23.023166),"LINESTRING (91.3655 23.0269716, 91.3697771 23.0193604)"
N1-29L,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left),LRP147,1614,145.409,LRP152,448,149.289,3.880,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,N1,91.3697771,23.0193604,91.4072222,22.9906941,91.38849965,23.005027249999998,POINT (91.38849965 23.005027249999998),"LINESTRING (91.3697771 23.0193604, 91.4072222 22.9906941)"
N1-29R,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Right),LRP147,1614,145.409,LRP152,448,149.289,3.880,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,N1,91.3697771,23.0193604,91.4072222,22.9906941,91.38849965,23.005027249999998,POINT (91.38849965 23.005027249999998),"LINESTRING (91.3697771 23.0193604, 91.4072222 22.9906941)"
N1-30L,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Left),LRP152,448,149.289,LRP160,738,157.685,8.396,393.0,4967.0,1201.0,1656.0,293.0,775.0,282.0,973.0,840.0,207.0,224.0,188.0,0.0,11587.0,412.0,11999.0,11999.0,N1,91.4072222,22.9906941,91.4689993,22.9479997,91.43811074999999,22.969346899999998,POINT (91.43811074999999 22.969346899999998),"LINESTRING (91.4072222 22.9906941, 91.4689993 22.9479997)"
N1-30R,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Right),LRP152,448,149.289,LRP160,738,157.685,8.396,437.0,5132.0,981.0,1477.0,239.0,613.0,235.0,833.0,847.0,187.0,200.0,141.0,0.0,10981.0,341.0,11322.0,11322.0,N1,91.4072222,22.9906941,91.4689993,22.9479997,91.43811074999999,22.969346899999998,POINT (91.43811074999999 22.969346899999998),"LINESTRING (91.4072222 22.9906941, 91.4689993 22.9479997)"
N1-31L,Fazilpur Z1081 - Muhuriganj Z1032 (Left),LRP160,738,157.685,LRP164,619,161.582,3.897,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,N1,91.4689993,22.9479997,91.50725,22.9482774,91.48812465,22.94813855,POINT (91.48812465 22.94813855),"LINESTRING (91.4689993 22.9479997, 91.50725 22.9482774)"
N1-31R,Fazilpur Z1081 - Muhuriganj Z1032 (Right),LRP160,738,157.685,LRP164,619,161.582,3.897,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,N1,91.4689993,22.9479997,91.50725,22.9482774,91.48812465,22.94813855,POINT (91.48812465 22.94813855),"LINESTRING (91.4689993 22.9479997, 91.50725 22.9482774)"
N1-32L,Muhuriganj Z1032-Baraiyerhat R151 (Left),LRP164,619,161.582,LRP164,6720,167.683,6.101,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,91.50725,22.9482774,91.50725,22.9482774,91.50725,22.9482774,POINT (91.50725 22.9482774),"LINESTRING (91.50725 22.9482774, 91.50725 22.9482774)"
N1-32R,Muhuriganj Z1032-Baraiyerhat R151 (Right),LRP164,619,161.582,LRP164,6720,167.683,6.101,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,91.50725,22.9482774,91.50725,22.9482774,91.50725,22.9482774,POINT (91.50725 22.9482774),"LINESTRING (91.50725 22.9482774, 91.50725 22.9482774)"
N1-33L,Baraiyerhat R151- Mirersarai Z1021 (Left),LRP164,6720,167.683,LRP164,20501,181.464,13.781,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,91.50725,22.9482774,91.50725,22.9482774,91.50725,22.9482774,POINT (91.50725 22.9482774),"LINESTRING (91.50725 22.9482774, 91.50725 22.9482774)"
N1-33R,Baraiyerhat R151- Mirersarai Z1021 (Right),LRP164,6720,167.683,LRP164,20501,181.464,13.781,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,91.50725,22.9482774,91.50725,22.9482774,91.50725,22.9482774,POINT (91.50725 22.9482774),"LINESTRING (91.50725 22.9482774, 91.50725 22.9482774)"
N1-34L,Mirersarai Z1021 - Baroirdala Z1086 (Left),LRP164,20501,181.464,LRP197,1120,194.603,13.139,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,91.50725,22.9482774,91.6241938,22.6825549,91.5657219,22.815416149999997,POINT (91.5657219 22.815416149999997),"LINESTRING (91.50725 22.9482774, 91.6241938 22.6825549)"
N1-34R,Mirersarai Z1021 - Baroirdala Z1086 (Right),LRP164,20501,181.464,LRP197,1120,194.603,13.139,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,91.50725,22.9482774,91.6241938,22.6825549,91.5657219,22.815416149999997,POINT (91.5657219 22.815416149999997),"LINESTRING (91.50725 22.9482774, 91.6241938 22.6825549)"
N1-35L,Baroirdala Z1086- Barabkunda Z1087 (Left),LRP197,1120,194.603,LRP209,486,206.402,11.799,986.0,5219.0,1000.0,1499.0,561.0,881.0,230.0,831.0,2864.0,451.0,93.0,288.0,0.0,14522.0,381.0,14903.0,14903.0,N1,91.6241938,22.6825549,91.6780827,22.584583,91.65113825,22.633568949999997,POINT (91.65113825 22.633568949999997),"LINESTRING (91.6241938 22.6825549, 91.6780827 22.584583)"
N1-35R,Baroirdala Z1086- Barabkunda Z1087 (Right),LRP197,1120,194.603,LRP209,486,206.402,11.799,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,N1,91.6241938,22.6825549,91.6780827,22.584583,91.65113825,22.633568949999997,POINT (91.65113825 22.633568949999997),"LINESTRING (91.6241938 22.6825549, 91.6780827 22.584583)"
N1-36L,Barabkunda Z1087-Fouzderhat Z1016 (Left),LRP209,486,206.402,LRP225,6400,228.406,22.004,986.0,5219.0,1000.0,1499.0,561.0,881.0,230.0,831.0,2864.0,451.0,93.0,288.0,0.0,14522.0,381.0,14903.0,14903.0,N1,91.6780827,22.584583,91.7331283022124,22.45182350044248,91.7056055011062,22.51820325022124,POINT (91.7056055011062 22.51820325022124),"LINESTRING (91.6780827 22.584583, 91.7331283022124 22.45182350044248)"
N1-36R,Barabkunda Z1087-Fouzderhat Z1016 (Right),LRP209,486,206.402,LRP225,6400,228.406,22.004,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,N1,91.6780827,22.584583,91.7331283022124,22.45182350044248,91.7056055011062,22.51820325022124,POINT (91.7056055011062 22.51820325022124),"LINESTRING (91.6780827 22.584583, 91.7331283022124 22.45182350044248)"
N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong),LRP225,6400,228.406,LRP225,10748,232.754,4.348,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,N1,91.7331283022124,22.45182350044248,91.7331283022124,22.45182350044248,91.7331283022124,22.45182350044248,POINT (91.7331283022124 22.45182350044248),"LINESTRING (91.7331283022124 22.45182350044248, 91.7331283022124 22.45182350044248)"
N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804,LRP225,10748,232.754,LRP251,496,247.893,15.139,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,N1,91.7331283022124,22.45182350044248,91.8553889,22.3148889,91.79425860110621,22.38335620022124,POINT (91.79425860110621 22.38335620022124),"LINESTRING (91.7331283022124 22.45182350044248, 91.8553889 22.3148889)"
N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018,LRP251,496,247.893,LRP251,3048,250.445,2.552,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,N1,91.8553889,22.3148889,91.8553889,22.3148889,91.8553889,22.3148889,POINT (91.8553889 22.3148889),"LINESTRING (91.8553889 22.3148889, 91.8553889 22.3148889)"
N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071,LRP251,3048,250.445,LRP251,5559,252.956,2.511,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,N1,91.8553889,22.3148889,91.8553889,22.3148889,91.8553889,22.3148889,POINT (91.8553889 22.3148889),"LINESTRING (91.8553889 22.3148889, 91.8553889 22.3148889)"
N1-41,Santirhat Int. with Z1071 - Int. with Z1070,LRP251,5559,252.956,LRP259,726,255.725,2.769,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,N1,91.8553889,22.3148889,91.9106389,22.3053611,91.8830139,22.310125,POINT (91.8830139 22.310125),"LINESTRING (91.8553889 22.3148889, 91.9106389 22.3053611)"
N1-42,Int. with Z1070 - Mansertek(Int.with N107),LRP259,726,255.725,LRP259,1810,256.809,1.084,30.0,1077.0,795.0,994.0,658.0,1483.0,305.0,658.0,3125.0,536.0,207.0,240.0,7.0,9661.0,454.0,10115.0,10115.0,N1,91.9106389,22.3053611,91.9106389,22.3053611,91.9106389,22.3053611,POINT (91.9106389 22.3053611),"LINESTRING (91.9106389 22.3053611, 91.9106389 22.3053611)"
N1-43,Mansertek(Int.with N107)- Patiya (Int.with Z1059),LRP259,1810,256.809,LRP264,3734,263.744,6.935,30.0,1077.0,795.0,994.0,658.0,1483.0,305.0,658.0,3125.0,536.0,207.0,240.0,7.0,9661.0,454.0,10115.0,10115.0,N1,91.9106389,22.3053611,91.9491941,22.3067222,91.92991649999999,22.306041649999997,POINT (91.92991649999999 22.306041649999997),"LINESTRING (91.9106389 22.3053611, 91.9491941 22.3067222)"
N1-44,Patiya (Int.with Z1059) - Patiya Dakbanglo (Int.with Z1057),LRP264,3734,263.744,LRP264,4060,264.07,0.326,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0,N1,91.9491941,22.3067222,91.9491941,22.3067222,91.9491941,22.3067222,POINT (91.9491941 22.3067222),"LINESTRING (91.9491941 22.3067222, 91.9491941 22.3067222)"
N1-45,Patiya Dakbanglo (Int.with Z1057) - Patiya (Int.with Z1039),LRP264,4060,264.07,LRP264,5400,265.41,1.340,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0,N1,91.9491941,22.3067222,91.9491941,22.3067222,91.9491941,22.3067222,POINT (91.9491941 22.3067222),"LINESTRING (91.9491941 22.3067222, 91.9491941 22.3067222)"
N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026,LRP264,5400,265.41,LRP277,1763,274.982,9.572,24.0,1181.0,882.0,802.0,639.0,1307.0,196.0,840.0,4070.0,910.0,819.0,3156.0,0.0,10851.0,3975.0,14826.0,14826.0,N1,91.9491941,22.3067222,92.0258882,22.227916,91.98754115,22.2673191,POINT (91.98754115 22.2673191),"LINESTRING (91.9491941 22.3067222, 92.0258882 22.227916)"
N1-47,Khanhat Int.with Z1026 - Hashimpur Z1036,LRP277,1763,274.982,LRP281,700,278.013,3.031,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,N1,92.0258882,22.227916,92.0433886,22.1977774,92.0346384,22.2128467,POINT (92.0346384 22.2128467),"LINESTRING (92.0258882 22.227916, 92.0433886 22.1977774)"
N1-48,Hashimpur Z1036- Keranirhat N108,LRP281,700,278.013,LRP291,2558,289.612,11.599,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,N1,92.0433886,22.1977774,92.0715827,22.1240271,92.05748564999999,22.16090225,POINT (92.05748564999999 22.16090225),"LINESTRING (92.0433886 22.1977774, 92.0715827 22.1240271)"
N1-49,Keranirhat N108 - Int.with Z1019,LRP291,2558,289.612,LRP291,2920,289.974,0.362,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,N1,92.0715827,22.1240271,92.0715827,22.1240271,92.0715827,22.1240271,POINT (92.0715827 22.1240271),"LINESTRING (92.0715827 22.1240271, 92.0715827 22.1240271)"
N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)",LRP291,2920,289.974,LRP299,2769,297.441,7.467,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,N1,92.0715827,22.1240271,92.10525,22.0686938,92.08841634999999,22.09636045,POINT (92.08841634999999 22.09636045),"LINESTRING (92.0715827 22.1240271, 92.10525 22.0686938)"
N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171",LRP299,2769,297.441,LRP312,171,307.582,10.141,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,N1,92.10525,22.0686938,92.0670827,21.9729438,92.08616635,22.0208188,POINT (92.08616635 22.0208188),"LINESTRING (92.10525 22.0686938, 92.0670827 21.9729438)"
N1-52,Chunati R171 - Aziznagar Z1007,LRP312,171,307.582,LRP320,308,315.728,8.146,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,N1,92.0670827,21.9729438,92.0609167,21.9059444,92.06399970000001,21.9394441,POINT (92.06399970000001 21.9394441),"LINESTRING (92.0670827 21.9729438, 92.0609167 21.9059444)"
N1-53,Aziznagar (Int.with Z1007)-Harbang (Int.with Z1124),LRP320,308,315.728,LRP321,63,316.356,0.628,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,N1,92.0609167,21.9059444,92.0612222,21.8969997,92.06106945,21.90147205,POINT (92.06106945 21.90147205),"LINESTRING (92.0609167 21.9059444, 92.0612222 21.8969997)"
N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125,LRP321,63,316.356,LRP328,485,323.842,7.486,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,N1,92.0612222,21.8969997,92.067416,21.8363052,92.0643191,21.86665245,POINT (92.0643191 21.86665245),"LINESTRING (92.0612222 21.8969997, 92.067416 21.8363052)"
N1-55,Ekatabazar Z1125 - Baraitali Int.with Z1002,LRP328,485,323.842,LRP331,844,327.188,3.346,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,N1,92.067416,21.8363052,92.0776382,21.8119444,92.0725271,21.8241248,POINT (92.0725271 21.8241248),"LINESTRING (92.067416 21.8363052, 92.0776382 21.8119444)"
N1-56,Baraitali Int.with Z1002-Int.with Z1126,LRP331,844,327.188,LRP335,500,330.874,3.686,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,N1,92.0776382,21.8119444,92.0840552,21.7782493,92.0808467,21.79509685,POINT (92.0808467 21.79509685),"LINESTRING (92.0776382 21.8119444, 92.0840552 21.7782493)"
N1-57,Int.with Z1126-Janatabazar (Int.with Z1127),LRP335,500,330.874,LRP336,764,332.066,1.192,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,N1,92.0840552,21.7782493,92.0818327,21.7713049,92.08294395,21.7747771,POINT (92.08294395 21.7747771),"LINESTRING (92.0840552 21.7782493, 92.0818327 21.7713049)"
N1-58,Janatabazar (Int.with Z1127) - Chokoria R172,LRP336,764,332.066,LRP336,1575,332.877,0.811,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,N1,92.0818327,21.7713049,92.0818327,21.7713049,92.0818327,21.7713049,POINT (92.0818327 21.7713049),"LINESTRING (92.0818327 21.7713049, 92.0818327 21.7713049)"
N1-59,Chokoria R172 - Faishakhali Z1005,LRP336,1575,332.877,LRP341,852,337.31,4.433,39.0,1009.0,549.0,784.0,238.0,1018.0,165.0,318.0,2511.0,1443.0,428.0,4183.0,0.0,8074.0,4611.0,12685.0,12685.0,N1,92.0818327,21.7713049,92.0838608,21.7290271,92.08284675,21.750166,POINT (92.08284675 21.750166),"LINESTRING (92.0818327 21.7713049, 92.0838608 21.7290271)"
N1-60,Faishakhali Z1005- Dulahazra Z1130,LRP341,852,337.31,LRP348,96,343.559,6.249,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1,92.0838608,21.7290271,92.0760549,21.6695549,92.07995785,21.699291000000002,POINT (92.07995785 21.699291000000002),"LINESTRING (92.0838608 21.7290271, 92.0760549 21.6695549)"
N1-61,Dulahazra Z1130-Khutakhali Z1131,LRP348,96,343.559,LRP354,509,350.054,6.495,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1,92.0760549,21.6695549,92.0705271,21.6197771,92.07329100000001,21.644666,POINT (92.07329100000001 21.644666),"LINESTRING (92.0760549 21.6695549, 92.0705271 21.6197771)"
N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001),LRP354,509,350.054,LRP376,57,370.982,20.928,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1,92.0705271,21.6197771,92.0994997,21.4496108,92.08501340000001,21.534693949999998,POINT (92.08501340000001 21.534693949999998),"LINESTRING (92.0705271 21.6197771, 92.0994997 21.4496108)"
N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109,LRP376,57,370.982,LRP378,593,373.475,2.493,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1,92.0994997,21.4496108,92.0969997,21.4334441,92.0982497,21.44152745,POINT (92.0982497 21.44152745),"LINESTRING (92.0994997 21.4496108, 92.0969997 21.4334441)"
N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110,LRP378,593,373.475,LRP386,724,381.481,8.006,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,N1,92.0969997,21.4334441,92.0283604,21.430166,92.06268005,21.43180505,POINT (92.06268005 21.43180505),"LINESTRING (92.0969997 21.4334441, 92.0283604 21.430166)"
N1-65,Coxsbazar Link Road N110-Maricha Z1009,LRP386,724,381.481,LRP403,217,398.205,16.724,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1,92.0283604,21.430166,92.0916108,21.3187493,92.0599856,21.37445765,POINT (92.0599856 21.37445765),"LINESTRING (92.0283604 21.430166, 92.0916108 21.3187493)"
N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503,LRP403,217,398.205,LRP413,300,408.434,10.229,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1,92.0916108,21.3187493,92.1364719,21.2462219,92.11404135000001,21.2824856,POINT (92.11404135000001 21.2824856),"LINESTRING (92.0916108 21.3187493, 92.1364719 21.2462219)"
N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504,LRP413,300,408.434,LRP420,900,416.044,7.610,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1,92.1364719,21.2462219,92.1703327,21.2056389,92.15340230000001,21.2259304,POINT (92.15340230000001 21.2259304),"LINESTRING (92.1364719 21.2462219, 92.1703327 21.2056389)"
N1-68,GundumGundum Z1504 - Whykong Z1133,LRP420,900,416.044,LRP433,521,428.908,12.864,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1,92.1703327,21.2056389,92.1954719,21.1198604,92.1829023,21.162749650000002,POINT (92.1829023 21.162749650000002),"LINESTRING (92.1703327 21.2056389, 92.1954719 21.1198604)"
N1-69,Whykong Z1133 - Teknaf,LRP433,521,428.908,LRP467,130,462.254,33.346,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,N1,92.1954719,21.1198604,92.298083,20.8629722,92.24677745,20.9914163,POINT (92.24677745 20.9914163),"LINESTRING (92.1954719 21.1198604, 92.298083 20.8629722)"
N517-1,Rangpur (Modern More)-Int with N506,LRPS,0,0,LRPS,805,0.805,0.805,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N517-2,Rangpur(Int.with N506)-Rangpur (Shapla Chattar),LRPS,805,0.805,LRPS,3880,3.88,3.075,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N517-3L,Rangpur (Shapla Chattar)-Int.with Z5010  (Left),LRPS,3880,3.88,LRPS,5075,5.075,1.195,0.0,877.0,673.0,910.0,525.0,623.0,233.0,484.0,2139.0,1483.0,1296.0,1058.0,0.0,7947.0,2354.0,10301.0,10301.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N517-3R,Rangpur (Shapla Chattar)-Int.with Z5010  (Right),LRPS,3880,3.88,LRPS,5075,5.075,1.195,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N517-4L,Int.with Z5010-Rangpur (Medical More)  (Left),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N517-4R,Int.with Z5010-Rangpur (Medical More)  (Right),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22.0,635.0,344.0,508.0,260.0,265.0,116.0,210.0,1169.0,817.0,668.0,543.0,0.0,4346.0,1211.0,5557.0,5557.0,N517,89.2610278,25.7095833,89.2610278,25.7095833,89.2610278,25.7095833,POINT (89.2610278 25.7095833),"LINESTRING (89.2610278 25.7095833, 89.2610278 25.7095833)"
N207-1,Mirpur-Natun Bazar (Int.with Z2008),LRPS,0,0,LRP001,1990,2.99,2.990,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0,N207,91.51025,24.2948608,91.5188049,24.2967774,91.51452745,24.2958191,POINT (91.51452745 24.2958191),"LINESTRING (91.51025 24.2948608, 91.5188049 24.2967774)"
